ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,distance_meters,order_Drinks,order_Meal,order_Snack,vehicle_electric_scooter,vehicle_motorcycle,vehicle_scooter,Time_taken_min
7D20,SURRES17DEL03,25,4.6,4561.269432005657,0,1,0,0,1,0,18
4AA9,SURRES16DEL03,35,4.9,4561.113588992392,0,0,1,0,0,1,27
5EEC,INDORES09DEL01,32,4.8,16636.8750388607,0,0,1,0,0,1,25
F75,BANGRES12DEL03,35,4.8,13973.03705667121,0,1,0,1,0,0,40
75FE,SURRES12DEL01,35,4.1,16720.76404537056,0,1,0,0,0,1,38
136B,JAPRES12DEL01,29,4.9,5959.01907216883,0,1,0,0,1,0,10
7FAB,MYSRES01DEL02,22,4.9,7772.429015118305,1,0,0,0,1,0,23
7293,CHENRES13DEL03,22,4.2,4657.153007153035,0,1,0,0,1,0,26
A9D2,VADRES02DEL03,23,4.8,14152.80068944862,0,0,0,0,0,1,24
DE7,BANGRES13DEL03,29,4.6,13973.142050149472,0,0,0,0,1,0,29
CA24,DEHRES11DEL03,25,4.7,4717.601092054723,0,1,0,0,0,1,14
1C0C,INDORES18DEL02,37,4.5,3025.0598092769924,0,0,0,0,0,1,24
5542,BANGRES14DEL02,20,4.8,3105.2688831334735,0,0,0,0,1,0,21
8545,COIMBRES04DEL02,30,4.4,12463.88811675802,1,0,0,0,0,1,33
86CE,VADRES11DEL03,28,4.9,4544.264509631733,1,0,0,1,0,0,27
B089,SURRES01DEL01,36,4.6,10641.057010178105,0,0,1,0,0,1,19
E64,RANCHIRES010DEL02,29,4.6,3018.8764660304764,0,0,0,0,1,0,23
6254,RANCHIRES01DEL03,32,5.0,9054.052950169236,0,0,1,0,1,0,18
AC90,MYSRES19DEL02,35,4.5,7772.096240718677,0,0,1,0,0,1,15
A05B,CHENRES05DEL02,33,4.9,20177.742451193728,0,1,0,0,1,0,47
6AB,PUNERES12DEL03,29,4.6,9193.373039577615,0,0,0,0,1,0,34
938B,BANGRES010DEL01,27,4.1,6210.618323093114,0,1,0,0,1,0,54
172F,MYSRES16DEL01,29,4.6,6217.932880263854,1,0,0,0,1,0,11
B667,JAPRES01DEL03,26,4.6,8938.0973793107,1,0,0,0,1,0,13
955D,MYSRES01DEL03,25,4.7,13989.84971037221,0,1,0,0,1,0,33
780A,CHENRES15DEL01,36,4.8,6209.485128886022,1,0,0,0,1,0,21
3462,COIMBRES11DEL03,31,4.8,14022.298282478661,0,1,0,0,1,0,39
CE5E,DEHRES03DEL01,25,5.0,5874.816158028355,0,0,0,0,1,0,13
B5AE,BANGRES16DEL02,34,4.6,7761.735387691369,0,1,0,0,1,0,17
378A,MYSRES20DEL02,24,4.3,3108.902629159079,0,1,0,0,1,0,22
1A20,INDORES16DEL02,38,4.9,3025.1533668866164,0,0,0,0,0,1,38
91B5,RANCHIRES05DEL01,21,4.7,1509.4603978360801,0,1,0,0,1,0,18
9484,SURRES02DEL03,24,4.5,9121.044921628989,0,1,0,0,0,1,26
28D8,PUNERES19DEL02,23,4.8,3064.3351463854706,1,0,0,0,1,0,11
CE6A,ALHRES19DEL03,32,4.6,8987.828354730018,0,0,0,0,1,0,22
D8B7,LUDHRES13DEL01,23,4.9,10255.054073729167,1,0,0,0,1,0,28
D6A6,AURGRES15DEL02,36,4.1,12209.798594600154,1,0,0,0,1,0,39
710F,MYSRES19DEL01,39,4.2,17097.65154986503,0,0,0,1,0,0,33
82AD,VADRES15DEL02,26,4.6,3145.067434621583,0,1,0,1,0,0,30
62EC,RANCHIRES13DEL03,30,4.1,4527.915278149274,1,0,0,0,1,0,31
C52D,AURGRES05DEL02,34,4.6,12209.88938248342,0,1,0,0,1,0,49
40D5,CHENRES03DEL02,37,4.9,3104.402431477633,1,0,0,0,0,1,12
35C4,BANGRES13DEL01,30,4.5,1552.692945660692,0,1,0,0,1,0,29
290D,BANGRES07DEL02,34,5.0,20180.936931739445,1,0,0,0,1,0,45
AD31,RANCHIRES07DEL01,39,4.0,1509.438315599533,0,0,0,0,0,1,31
B2AD,JAPRES20DEL03,35,5.0,13403.65433387026,1,0,0,1,0,0,27
B083,CHENRES18DEL02,36,4.2,7762.461854550139,0,0,0,0,1,0,35
6497,VADRES12DEL02,24,4.8,12580.267822400961,0,1,0,0,1,0,23
DB0E,KNPRES17DEL03,35,4.4,8952.82274667059,0,0,1,0,1,0,37
188C,INDORES06DEL02,31,4.6,7562.921044749852,1,0,0,0,1,0,25
3D16,BANGRES08DEL02,27,4.6,7763.607607839583,1,0,0,1,0,0,19
B563,BANGRES17DEL01,32,5.0,6210.141144622192,0,0,0,0,0,1,27
D067,KNPRES07DEL03,27,4.7,13429.027601857684,0,0,1,0,0,1,12
BB55,BANGRES05DEL01,38,4.7,6210.168035776879,0,1,0,0,0,1,29
6CAF,JAPRES16DEL01,35,4.3,10429.850454296859,0,0,1,0,0,1,37
A41D,BANGRES13DEL01,23,4.7,6210.5896103137675,0,1,0,0,1,0,19
AC87,SURRES17DEL01,33,4.3,1520.4709334102881,0,0,1,0,1,0,25
DCB0,KNPRES010DEL01,24,4.7,5968.901918017365,0,1,0,0,1,0,19
10EE,JAPRES02DEL02,39,4.8,2979.495142684297,0,1,0,0,0,1,19
BF4,RANCHIRES11DEL01,39,5.0,6037.445236368048,1,0,0,0,1,0,29
9DF9,JAPRES05DEL01,37,4.5,5958.963420480979,1,0,0,0,0,1,17
2109,BANGRES07DEL02,24,4.5,7762.510040102086,0,0,0,0,0,1,29
6056,HYDRES02DEL02,28,5.0,3073.7721530635135,0,0,0,0,1,0,15
A59C,MYSRES19DEL01,32,5.0,6217.735074215029,0,0,1,0,0,1,31
CB68,AGRRES16DEL01,29,4.8,17297.86575291325,1,0,0,0,0,1,19
3F94,SURRES05DEL02,28,4.6,3040.649953439087,0,1,0,0,0,1,17
4090,BANGRES09DEL02,37,4.7,3105.3645449071564,0,1,0,0,1,0,20
C45F,GOARES04DEL03,21,4.9,13894.095776998825,1,0,0,0,1,0,47
C63,COIMBRES17DEL03,36,4.4,14021.726512882226,0,0,1,0,1,0,53
B7F6,INDORES08DEL01,26,4.5,16636.87991359285,0,0,1,0,1,0,24
8191,INDORES04DEL03,30,4.9,13611.171805239523,0,0,1,0,0,1,39
B644,MYSRES07DEL03,22,4.6,9326.577421221462,0,1,0,0,1,0,28
AC49,CHENRES03DEL02,30,5.0,20176.41424368773,0,0,0,0,0,1,28
2DA7,SURRES16DEL01,24,4.5,6081.38911667686,0,1,0,0,0,1,24
22C9,MUMRES11DEL01,35,4.6,10711.185800959705,1,0,0,0,1,0,45
6B73,MYSRES04DEL01,37,4.9,6218.030984114909,0,0,0,0,0,1,31
5BB2,INDORES18DEL02,32,4.6,7562.267471532915,0,0,0,0,1,0,30
AF1C,MUMRES09DEL01,27,4.6,6120.941769502634,0,0,0,0,0,1,13
3643,VADRES11DEL03,34,4.7,9088.078142012026,0,0,1,0,0,1,11
1979,BANGRES05DEL03,22,4.7,13972.191759502777,0,0,1,0,1,0,15
75CD,MYSRES14DEL01,23,4.8,6290.134677634678,0,0,1,0,1,0,23
43A5,MYSRES04DEL02,22,4.8,20206.901465513805,0,0,1,0,0,1,15
D4F7,GOARES14DEL01,28,4.8,16997.48919641378,1,0,0,0,0,1,27
B070,JAPRES19DEL01,25,4.7,1489.8452333107741,0,0,1,0,1,0,11
68DF,HYDRES01DEL01,30,4.8,10757.554773158115,0,0,1,0,1,0,47
E01C,KOLRES02DEL01,30,4.4,16648.66461348213,0,0,0,0,1,0,34
386F,COIMBRES06DEL02,36,4.7,3116.1470193377827,1,0,0,0,0,1,21
1B3D,MYSRES14DEL02,20,4.9,12580.267822400961,0,0,1,0,1,0,17
AB60,MUMRES20DEL02,25,4.9,7648.6901013625675,0,1,0,0,1,0,19
5C47,INDORES19DEL01,24,4.7,6050.084991995751,0,1,0,0,0,1,15
4B80,INDORES09DEL03,33,5.0,13612.447554496717,0,0,0,0,0,1,22
CEBE,ALHRES08DEL01,36,5.0,10485.869597395502,0,0,0,0,1,0,47
9658,MUMRES16DEL03,37,5.0,13766.192440642286,0,0,0,0,0,1,49
938E,COIMBRES17DEL03,31,4.9,9348.052751111045,0,0,1,0,1,0,38
3D56,HYDRES18DEL01,21,4.6,10756.415548797493,0,1,0,0,1,0,33
95C6,COIMBRES03DEL03,32,4.6,4674.151774555243,1,0,0,0,1,0,27
8021,INDORES14DEL02,25,4.4,12098.699936279207,0,1,0,0,0,1,39
94AB,INDORES05DEL01,30,4.9,10587.773645835738,1,0,0,0,1,0,34
5D4F,HYDRES19DEL01,24,4.3,10756.185975480696,0,0,0,0,0,1,33
20EA,SURRES20DEL01,35,4.7,10642.18546208282,1,0,0,0,1,0,37
7D34,HYDRES02DEL03,20,4.7,13830.709083522099,1,0,0,0,0,1,17
9E+89,VADRES16DEL02,33,3.6,12580.267822400961,0,0,0,0,0,1,31
61D3,COIMBRES11DEL03,35,4.3,9348.433430019852,0,1,0,0,1,0,27
8C02,VADRES03DEL01,26,4.4,1514.7453171158402,0,1,0,0,1,0,27
9132,MYSRES04DEL03,24,5.0,9326.8725291157,0,0,1,0,1,0,17
7D43,COIMBRES15DEL01,31,4.5,17137.935931443622,0,0,1,0,1,0,16
E0A3,KOLRES06DEL02,23,4.9,19673.782443832883,0,0,0,0,1,0,22
582A,SURRES05DEL03,26,4.2,13681.416111912453,0,0,0,0,1,0,31
B861,MYSRES20DEL02,28,4.7,20205.786629218223,0,0,1,0,1,0,18
D1F6,GOARES19DEL01,25,4.5,1572.5337292863205,0,0,0,0,0,1,15
7136,RANCHIRES12DEL02,39,4.7,3145.067434621583,1,0,0,0,1,0,25
46CD,RANCHIRES18DEL03,38,4.6,9056.09596246182,0,0,1,0,1,0,33
7FC2,COIMBRES08DEL01,33,4.9,1558.1369822074375,0,1,0,1,0,0,28
5726,JAPRES05DEL03,24,4.1,20852.27088046199,0,0,1,0,1,0,39
444F,PUNERES05DEL01,28,4.9,10724.750462254962,0,0,1,0,1,0,27
25B2,SURRES03DEL03,25,4.7,4560.7340557693,0,0,1,1,0,0,18
703F,MUMRES03DEL01,36,4.1,10704.161271431294,0,0,1,0,1,0,32
A11E,JAPRES01DEL01,23,5.0,16384.900933458797,1,0,0,0,0,1,30
D4EF,AGRRES15DEL02,38,4.8,7862.668167410368,0,1,0,0,1,0,22
8B35,HYDRES19DEL02,34,4.2,3073.397297635909,0,1,0,0,1,0,25
A287,MYSRES14DEL03,31,5.0,9435.201537430712,1,0,0,0,1,0,35
811F,PUNERES17DEL01,34,4.5,16852.834881459734,0,0,1,0,1,0,25
4E+19,HYDRES11DEL02,37,4.8,7683.765443179538,1,0,0,0,0,1,18
1E+41,VADRES15DEL02,28,4.9,20442.92976252901,0,0,1,0,1,0,27
37BF,HYDRES04DEL02,26,4.7,7684.15541716563,0,0,0,0,1,0,16
216E,PUNERES01DEL02,39,5.0,3064.2100281010207,0,0,1,0,1,0,42
BBF5,JAPRES14DEL03,36,4.0,8938.685874464054,0,0,1,0,1,0,41
A856,BANGRES12DEL01,26,4.6,10868.130915669539,0,1,0,0,1,0,21
4DFB,MYSRES010DEL02,36,4.7,20206.420943723944,0,0,1,0,0,1,21
40DE,RANCHIRES07DEL01,20,4.8,16600.954249350805,0,0,1,0,1,0,35
C5D1,KOCRES05DEL03,24,5.0,14045.373048429728,0,0,0,0,0,1,18
2FC9,MUMRES19DEL03,33,4.9,9177.484636525882,0,0,0,0,1,0,29
946D,RANCHIRES06DEL03,34,4.5,9055.898607911568,0,0,1,0,1,0,23
861E,RANCHIRES010DEL01,24,4.9,6037.54463019473,0,1,0,0,1,0,31
8681,JAPRES11DEL03,35,4.6,4469.351491410609,0,0,0,0,0,1,22
98B8,VADRES17DEL03,37,4.7,4717.601092054723,0,0,1,1,0,0,36
33D4,COIMBRES19DEL03,30,4.3,4674.173521866497,0,0,0,0,1,0,29
48AF,HYDRES08DEL02,22,4.9,12293.290453034047,1,0,0,0,0,1,34
AB6A,MYSRES01DEL02,33,4.6,7772.429015118305,0,0,1,0,0,1,28
7871,CHENRES20DEL01,36,4.8,10867.352908691044,0,1,0,0,1,0,42
8167,SURRES07DEL01,39,4.7,6081.190891367921,0,0,1,0,0,1,25
E06E,ALHRES03DEL01,26,4.9,1498.1425885983479,1,0,0,0,1,0,22
623E,CHENRES19DEL01,31,4.7,1552.5398251391473,1,0,0,0,1,0,19
E0E1,AGRRES14DEL03,30,4.5,20831.154126510464,1,0,0,0,0,1,33
A52,MYSRES14DEL02,29,4.6,20442.92976252901,0,0,1,0,1,0,53
350B,SURRES14DEL01,36,4.7,10642.019064199647,0,0,0,0,0,1,45
124E,HYDRES15DEL01,25,4.9,10756.165907453376,0,1,0,0,1,0,18
50B,MUMRES03DEL01,29,4.6,16422607.369827293,0,1,0,1,0,0,34
8D51,VADRES09DEL03,38,4.6,4717.601092054723,0,0,0,0,1,0,30
4407,MUMRES16DEL03,39,4.9,4589.124571257416,0,0,0,0,0,1,29
6B03,COIMBRES12DEL01,35,4.9,1558.1398113181722,0,0,1,0,1,0,17
C0D,INDORES17DEL02,21,4.5,12098.714903153877,0,0,0,0,1,0,21
C75D,AURGRES18DEL02,39,4.8,7631.222020276632,1,0,0,0,1,0,22
D267,LUDHRES15DEL03,33,5.0,20506.3430012194,0,0,0,0,0,1,20
8E+24,INDORES02DEL01,37,4.6,1513.0734557289572,0,0,1,0,1,0,29
C608,LUDHRES06DEL01,22,4.5,5860.369574648301,0,1,0,0,1,0,21
31CB,HYDRES05DEL01,37,4.6,6147.038743531219,0,1,0,0,0,1,27
B335,RANCHIRES15DEL02,33,4.6,12073.61637138158,0,0,1,1,0,0,19
70DD,COIMBRES08DEL02,32,4.3,7790.4249848672325,0,0,0,0,1,0,25
D768,AURGRES09DEL03,24,4.8,9157.727437937343,0,0,0,1,0,0,21
C909,KOCRES010DEL02,36,5.0,7802.4530182691915,0,0,1,0,1,0,19
6BA9,MYSRES12DEL01,38,4.7,6218.3058556138885,0,1,0,0,0,1,26
621A,JAPRES15DEL01,22,4.9,10428.14859368776,1,0,0,0,0,1,19
BE65,INDORES08DEL01,39,4.9,10587.819003215167,0,0,0,0,1,0,22
8A5A,MUMRES06DEL02,22,4.8,19887.01283582719,0,0,0,0,1,0,46
8251,HYDRES16DEL03,32,4.3,13829.677632106632,0,1,0,0,1,0,44
A6F6,JAPRES13DEL01,30,4.3,1490.1739564931825,1,0,0,0,1,0,34
3F6D,HYDRES12DEL03,27,4.2,13830.084721845129,0,0,1,0,0,1,38
ACD,COIMBRES01DEL03,26,4.9,9348.20626736082,0,1,0,0,1,0,10
A1F2,CHENRES02DEL03,22,4.7,13968.990746014813,0,0,1,0,0,1,25
D74B,AGRRES18DEL01,20,4.7,5952.942537915105,0,1,0,0,0,1,20
887E,PUNERES01DEL02,37,4.4,7660.2057772381195,0,1,0,0,1,0,35
876C,SURRES15DEL03,22,4.7,4561.112369848115,0,1,0,0,1,0,26
6F19,BANGRES11DEL03,20,4.7,4657.999585570764,0,0,1,0,1,0,12
6B3E,HYDRES08DEL03,22,4.5,4610.285665960272,1,0,0,0,0,1,27
6913,JAPRES05DEL01,22,4.8,1489.8285870173963,0,1,0,0,0,1,19
B610,MYSRES15DEL03,24,3.4,13988.777563349056,0,0,0,0,0,1,38
54B7,HYDRES01DEL03,28,4.6,4610.621612645362,0,0,0,0,0,1,10
37D4,COIMBRES03DEL01,34,4.7,17137.40770037243,0,0,0,0,1,0,41
5C9F,JAPRES03DEL03,37,4.8,20851.598740135534,0,0,0,1,0,0,28
8972,COIMBRES16DEL01,38,4.5,1558.114851290099,0,0,1,0,1,0,26
668C,BANGRES06DEL02,20,4.8,3105.0915227009073,0,0,1,0,1,0,16
3284,PUNERES19DEL01,23,4.8,10724.145471030435,0,1,0,0,0,1,28
6310,BANGRES07DEL01,33,4.8,1552.5629397905475,0,0,0,0,0,1,15
7DC4,JAPRES01DEL01,27,4.8,5958.965689666703,1,0,0,0,1,0,18
5D38,BANGRES13DEL02,23,4.8,12420.6925399653,0,1,0,0,1,0,22
5ADE,PUNERES19DEL02,25,4.7,19914.68696554527,1,0,0,1,0,0,13
699,COIMBRES13DEL01,29,4.6,1558.1322655562496,0,0,1,0,0,0,15
E16E,LUDHRES19DEL01,32,4.6,5860.17042391043,0,1,0,0,0,1,28
E18B,AGRRES13DEL02,38,4.3,7441.086731738456,1,0,0,0,1,0,34
4FB1,JAPRES20DEL01,22,4.6,16381.598593369801,0,1,0,1,0,0,27
90BE,CHENRES19DEL02,25,4.9,7762.394296686446,0,0,1,0,1,0,10
1AEE,RANCHIRES11DEL01,35,4.6,16600.966466271766,0,1,0,1,0,0,18
C8C2,BHPRES01DEL02,23,4.9,3020.3600608485012,0,0,0,0,0,1,11
C857,DEHRES01DEL03,35,4.7,14152.80068944862,1,0,0,0,1,0,44
A4D3,JAPRES01DEL01,32,4.8,1489.829154062601,1,0,0,0,1,0,13
8544,MYSRES05DEL01,25,4.2,10880.935438433784,0,1,0,0,1,0,44
CBD3,GOARES010DEL02,22,4.9,20069.389638817953,0,0,0,0,1,0,19
53F0,RANCHIRES08DEL01,38,4.8,16601.27679034639,0,0,1,0,1,0,20
CEB5,KOLRES18DEL03,36,4.7,4540.32123637833,0,0,0,0,0,1,33
22DE,MYSRES20DEL03,38,4.6,13989.146264476776,1,0,0,0,1,0,43
7B53,COIMBRES010DEL02,29,4.6,3116.2419915689034,0,0,1,0,1,0,17
9425,CHENRES16DEL02,33,4.6,7761.422437275434,1,0,0,0,0,1,25
DFD8,KNPRES17DEL02,24,5.0,19395.149836984092,0,0,0,0,0,1,26
BC02,INDORES05DEL03,25,4.8,4537.9227492886075,0,0,1,0,1,0,13
C872,GOARES14DEL01,23,4.5,6181.400210651418,0,0,1,0,0,1,22
ED5,BANGRES02DEL01,29,4.7,1552.587981794941,1,0,0,0,1,0,19
219E,BANGRES19DEL02,36,4.3,20183.481365845644,0,0,0,0,1,0,44
7D66,SURRES07DEL03,31,4.6,9121.49906766255,0,0,0,0,1,0,24
CB08,KNPRES13DEL02,35,4.5,19395.262229985598,0,0,1,0,0,1,36
33B4,INDORES09DEL03,38,5.0,13612.447554496717,0,0,1,0,1,0,26
6021,BANGRES14DEL02,38,5.0,20182.068898087946,0,0,1,0,1,0,26
57C2,HYDRES05DEL03,37,4.0,9220.3168221807,0,1,0,0,1,0,29
2A9A,JAPRES17DEL03,39,5.0,4469.620875558469,0,0,0,0,1,0,32
DFFB,BHPRES18DEL02,23,4.7,3020.1207270533964,1,0,0,0,0,1,16
C8DC,GOARES13DEL02,20,4.6,3088.2880256844564,0,0,1,0,0,1,17
BCAD,COIMBRES02DEL02,21,4.6,7790.156595702905,0,1,0,0,0,1,20
5ED5,BANGRES20DEL02,21,4.4,20181.18687522162,1,0,0,0,0,1,32
2ACD,PUNERES16DEL01,30,4.0,1532.4173514300853,0,0,0,0,1,0,31
3372,VADRES04DEL01,37,4.3,17297.86575291325,0,0,0,0,0,1,40
16FD,MYSRES19DEL03,24,4.4,4663.344843093999,0,1,0,0,1,0,32
8A8,JAPRES20DEL03,29,4.6,13403.65433387026,0,0,0,0,0,1,25
4DDD,MYSRES02DEL03,35,4.5,4663.600819587713,0,0,1,0,0,1,27
3.1E+06,SURRES15DEL01,27,4.6,10641.925519430906,0,0,0,1,0,0,28
D351,GOARES20DEL02,26,4.8,20442.92976252901,0,0,1,0,1,0,29
A9BB,CHENRES06DEL03,34,4.3,9313.528459379997,0,0,0,0,1,0,24
6094,VADRES01DEL03,22,4.8,4544.267482983501,0,0,0,1,0,0,28
19CD,JAPRES02DEL01,23,4.8,5958.756242189132,0,0,0,0,1,0,28
C11,MUMRES20DEL03,31,4.7,13766.855008587,0,0,0,0,1,0,22
34B8,INDORES17DEL03,37,4.4,13610.824622426308,0,0,1,0,1,0,40
7F66,BANGRES07DEL03,34,3.9,13971.968544834714,0,1,0,0,0,1,31
166B,PUNERES01DEL03,28,4.6,13787.603106955441,0,1,0,0,1,0,35
14A6,COIMBRES18DEL01,28,4.9,6232.19372301531,0,0,0,0,1,0,26
5C20,MUMRES14DEL02,26,4.7,3058.924545938431,0,1,0,0,0,1,11
A38D,INDORES03DEL01,28,4.6,1512.5654463649516,0,0,1,0,1,0,20
42C0,RANCHIRES03DEL02,31,4.7,20442.92976252901,0,0,1,0,0,1,29
6DA8,SURRES17DEL01,37,5.0,6081.596950436748,0,1,0,0,0,1,28
D39A,AURGRES20DEL02,21,4.9,3145.067434621583,0,0,0,0,1,0,11
A0FF,PUNERES14DEL03,28,4.9,9193.469879776085,0,0,0,0,0,1,12
D649,KOCRES07DEL01,29,4.7,6242.4831807193705,1,0,0,0,1,0,26
5C9C,HYDRES02DEL02,20,4.5,12294.124530423833,0,1,0,0,1,0,38
75C5,VADRES20DEL01,33,5.0,10602.467987619453,0,1,0,0,1,0,31
D50A,LUDHRES12DEL03,33,4.6,4395.4127688898825,1,0,0,0,1,0,22
A996,MYSRES02DEL01,20,5.0,6218.076509101378,0,0,0,1,0,0,24
3353,PUNERES13DEL03,35,5.0,4596.336792439127,1,0,0,0,0,1,29
9986,INDORES02DEL01,39,4.0,10590.448391072376,1,0,0,0,1,0,45
153E,COIMBRES03DEL02,34,4.7,12463.88302416693,0,1,0,0,1,0,29
6D25,BANGRES12DEL03,31,4.7,9315.632087047461,0,0,1,0,0,1,17
79A3,RANCHIRES19DEL03,34,4.4,4528.570754218039,0,1,0,0,1,0,36
200A,MYSRES010DEL02,26,4.9,20206.420943723944,1,0,0,0,1,0,13
A119,COIMBRES05DEL01,29,4.0,10906.042243292453,0,1,0,0,0,1,39
D120,ALHRES16DEL01,33,4.5,16476.55947375103,1,0,0,1,0,0,30
9D0E,RANCHIRES04DEL02,34,4.6,7546.680469081777,0,1,0,0,0,1,27
5646,SURRES04DEL03,20,4.9,9121.421674136269,0,0,1,0,1,0,22
B0B,PUNERES15DEL01,36,4.2,16847.8956316427,0,1,0,0,1,0,36
1935,COIMBRES010DEL01,36,4.8,1558.1339814973646,0,1,0,0,1,0,23
C7D5,GOARES11DEL02,38,5.0,20069.492072746456,0,0,1,0,0,1,41
7998,VADRES14DEL03,35,4.7,9087.972744660556,0,0,0,0,1,0,30
595E,HYDRES03DEL02,36,4.5,12293.787312037066,0,0,1,0,1,0,26
8D6A,JAPRES07DEL01,33,4.8,16393.811880800436,1,0,0,0,0,1,30
4BD0,SURRES13DEL02,20,4.5,12161.642370388376,1,0,0,0,1,0,22
8C3F,PUNERES18DEL01,39,4.5,16849.904095492147,0,0,0,0,1,0,20
B36,MYSRES04DEL02,23,4.6,20206.901465513805,0,1,0,0,0,1,23
C676,DEHRES03DEL01,29,4.6,5874.816158028355,0,0,1,0,1,0,21
DFF6,DEHRES15DEL01,22,4.9,1572.5337292863205,1,0,0,0,1,0,15
BB8D,JAPRES010DEL02,33,4.2,19361.976407426453,0,0,1,0,0,1,43
D511,AURGRES19DEL03,33,4.1,13736.27013435616,0,0,0,0,0,1,32
C0F5,BHPRES20DEL02,26,4.6,5176158.407946109,1,0,0,0,0,1,27
6D3D,RANCHIRES12DEL02,33,4.6,7862.668167410368,1,0,0,0,1,0,25
5.1E+01,INDORES18DEL01,39,4.6,1512.4736191444424,0,1,0,0,1,0,21
A3A2,PUNERES20DEL01,39,4.7,16849.939918016942,0,0,0,0,1,0,20
3BD5,BANGRES06DEL01,26,4.7,17076.492495611958,1,0,0,0,1,0,13
30EC,VADRES11DEL02,32,4.9,19688.55300536483,1,0,0,0,1,0,42
3399,INDORES17DEL02,22,4.7,3024.9845915967644,0,0,1,0,0,1,11
8BD6,MYSRES14DEL02,23,4.5,20442.92976252901,0,0,1,1,0,0,25
9AB3,SURRES20DEL03,35,4.8,9122.016850833283,0,0,0,0,1,0,36
7F18,MUMRES03DEL02,25,4.8,7646.049300624619,0,1,0,0,0,1,18
1B0F,COIMBRES14DEL01,35,4.7,6232.3730045082075,1,0,0,0,1,0,34
AD01,RANCHIRES15DEL01,20,4.7,1509.3844931457415,1,0,0,0,1,0,14
CCFD,ALHRES08DEL02,33,5.0,19471.572069892005,0,0,1,0,1,0,26
BCAC,MYSRES06DEL01,23,4.6,17097.972349714477,0,0,1,0,1,0,37
4A4,RANCHIRES07DEL01,29,4.6,6037.4407994850335,0,0,1,0,0,1,31
3E+15,JAPRES11DEL02,30,4.8,19363.38289365777,1,0,0,0,1,0,39
AFC3,MUMRES20DEL01,23,4.7,1529.8253586325218,0,0,1,0,0,1,13
8AB4,RANCHIRES16DEL01,36,4.9,6037.193175495113,0,0,1,0,1,0,48
62D8,CHENRES14DEL02,39,4.6,7761.780026109035,0,1,0,0,1,0,25
C0F2,ALHRES02DEL03,31,4.6,5667261.257985415,0,1,0,0,1,0,29
9A2C,RANCHIRES16DEL01,28,5.0,16600.272418856497,1,0,0,0,1,0,33
4492,SURRES11DEL03,33,4.7,13682.16458927001,0,0,0,0,0,1,36
33D9,VADRES02DEL01,25,4.7,11007.734763744618,0,1,0,0,0,1,18
9BC0,JAPRES14DEL02,36,4.1,2979.7958851313024,0,1,0,0,1,0,34
6979,INDORES01DEL02,22,4.7,3025.6560842058075,1,0,0,0,1,0,17
1DB9,HYDRES08DEL01,22,4.5,6146.967151934406,0,0,1,0,1,0,27
27F7,JAPRES010DEL03,26,4.6,13405.500819757053,0,0,1,0,0,1,19
8FDF,HYDRES02DEL02,37,4.1,3073.7721530635135,0,0,0,1,0,0,36
2A0A,SURRES12DEL02,35,5.0,7601.066543768449,0,0,0,0,0,1,18
DB9F,AGRRES20DEL01,26,4.3,1488.3409409461078,0,1,0,0,1,0,20
33B0,RANCHIRES12DEL01,34,4.7,17297.86575291325,0,0,1,0,1,0,42
71D6,SURRES03DEL02,26,5.0,19760.063712199026,1,0,0,0,1,0,31
92D1,SURRES02DEL02,27,4.7,19760.08092047381,0,0,0,0,0,1,24
69CB,VADRES07DEL02,33,4.5,12580.267822400961,0,1,0,0,1,0,28
DD74,GOARES09DEL03,22,4.8,9268.782493954419,1,0,0,0,0,1,28
623,RANCHIRES04DEL02,29,4.6,5203714.6918743355,0,0,1,0,0,1,22
CDB4,KNPRES20DEL03,22,4.7,13429.131650089203,1,0,0,1,0,0,22
D87B,ALHRES15DEL02,24,4.4,11983.64740210336,0,0,1,0,1,0,39
5556,JAPRES08DEL02,31,4.7,2979.54052235862,1,0,0,0,0,1,25
85B7,VADRES01DEL01,27,4.7,10602.589325657606,1,0,0,0,1,0,27
AA47,BANGRES19DEL03,25,4.9,13973.727486522743,0,0,0,0,1,0,17
4E9E,BANGRES13DEL02,22,4.6,20182.634488293992,1,0,0,0,0,1,24
44CF,COIMBRES19DEL03,29,4.9,9348.112475389005,0,1,0,0,0,1,25
DFAE,ALHRES17DEL03,24,4.9,8987.988358567904,0,0,0,0,1,0,21
ADE2,MUMRES14DEL03,36,4.7,4588.321086013784,1,0,0,0,0,1,25
19F8,COIMBRES07DEL01,27,4.6,17139.219742258963,0,0,0,0,0,1,23
2912,RANCHIRES14DEL01,35,4.9,1572.5337292863205,0,1,0,0,1,0,18
663F,JAPRES11DEL03,22,3.1,13406.473968860279,0,1,0,0,0,1,43
DAA3,BHPRES07DEL01,23,4.8,17297.86575291325,0,0,1,0,1,0,45
8FD0,CHENRES20DEL01,33,4.7,6210.098947886211,0,0,0,0,1,0,39
3B99,VADRES05DEL02,22,4.9,7573.462889023593,0,0,0,0,0,1,14
EFC,JAPRES02DEL02,39,4.7,7448.298968601404,1,0,0,0,1,0,17
A5AE,COIMBRES19DEL02,29,5.0,12463.941144205046,0,1,0,0,1,0,36
350F,SURRES01DEL01,20,4.8,1520.294682334118,0,0,1,0,1,0,19
C2DD,KNPRES08DEL02,29,4.7,3145.067434621583,1,0,0,0,1,0,22
